Tanggal;AF01;AF02;AF03;AF04;AF05;AF06;AF07;AF08;AF09;AF10;AF11;AF12;AF13;AF14;AF15;AF16;AF17;AF18;AF19;AF20;RY01;RY02;RY03
25/11/2022;12;20;25,5;12;25,5;20;13;13;13;31,4;31,4;10;10;10;10;0;0;0;0;0;0;0;0
26/11/2022;2,5;8;2;2,5;2;8;3;3;3;2,5;2,5;35;35;30;30;0;0;0;0;0;0;0;0
27/11/2022;0;0;3;0;3;0;13,7;13,7;13,7;24;24;5;5;5;5;0;0;0;0;0;0;0;0
28/11/2022;0;10;0;0;0;10;0;0;0;4;4;14,5;14,5;10;10;0;0;0;0;0;0;0;0
29/11/2022;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/11/2022;15;0;0;15;0;0;0;0;0;1;1;8;8;7;7;0;0;0;0;0;0;0;0
01/12/2022;0;0;8;0;8;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
02/12/2022;1;0;5;1;5;0;0;0;0;2,5;2,5;21;21;12;12;0;0;0;0;0;0;0;0
04/12/2022;55;144;78;55;78;144;82;82;82;81,5;81,5;59,5;59,5;38;38;0;0;0;0;0;0;0;0
05/12/2022;45;40;19;45;19;40;40;40;40;65,5;65,5;25,8;25,8;50;50;0;0;0;0;0;0;0;0
07/12/2022;25;46;3,4;25;3,4;46;12,6;12,6;12,6;3,1;3,1;1;1;10;10;0;0;0;0;0;0;0;0
08/12/2022;12;12;6;12;6;12;2;2;2;5;5;5,8;5,8;6;6;0;0;0;0;0;0;0;0
10/12/2022;0;0;0;0;0;0;0;0;0;3;3;0;0;0;0;0;0;0;0;0;0;0;0
15/12/2022;18;20;22;18;22;20;27,2;27,2;27,2;36,2;36,2;44,7;44,7;48;48;0;0;0;0;0;0;0;0
16/12/2022;0;0;0;0;0;0;0;0;0;3,8;3,8;0;0;0;0;0;0;0;0;0;0;0;0
21/12/2022;10;9;11;10;11;9;24;24;24;9,1;9,1;9,5;9,5;23;23;0;0;0;0;0;0;0;0
29/12/2022;0;0;0;0;0;0;0;0;0;5,2;5,2;0;0;0;0;0;0;0;0;0;0;0;0
01/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/01/2023;21;21;0;21;0;21;1;1;1;5,5;5,5;6;6;0;6;0;0;0;0;0;0;0;0
04/01/2023;6;4;4;6;4;4;0;0;0;1;1;12;12;0;12;0;0;0;0;0;0;0;0
05/01/2023;0;2;4;0;4;2;3,8;3,8;3,8;2,4;2,4;3;3;0;2;0;0;0;0;0;0;0;0
06/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/01/2023;5;18;4,8;5;4,8;18;3,1;3,1;3,1;4,5;4,5;16;16;0;15;0;0;0;0;0;0;0;0
08/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/01/2023;60;22;32;60;32;22;28;28;28;43,5;43,5;32;32;0;20;0;0;0;0;0;0;0;0
10/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;8;0;0;0;0;0;0;0;0
13/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/01/2023;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
17/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/01/2023;15;28;9;15;9;28;22,5;22,5;22,5;14,2;14,2;32;32;0;9;0;0;0;0;0;0;0;0
19/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/01/2023;63;18;20;63;20;18;13;13;13;24,5;24,5;15;15;0;25;0;0;0;0;0;0;0;0
21/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/01/2023;5;0;8,6;5;8,6;0;2,1;2,1;2,1;2,9;2,9;13,7;13,7;0;1;0;0;0;0;0;0;0;0
23/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/01/2023;45;18;29;45;29;18;24,5;24,5;24,5;29;29;32;32;0;27;0;0;0;0;0;0;0;0
25/01/2023;10;20;15;10;15;20;11;11;11;17;17;17,4;17,4;0;0;0;0;0;0;0;0;0;0
26/01/2023;0;0;0;0;0;0;0;0;0;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;0
27/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/01/2023;10;9;21;10;21;9;13,8;13,8;13,8;0;0;5;5;0;24;0;0;0;0;0;0;0;0
29/01/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/01/2023;10;19;0;10;0;19;0;0;0;0;0;3,5;3,5;0;5;0;0;0;0;0;0;0;0
31/01/2023;5;23;0;5;0;23;0;0;0;0,8;0,8;3,6;3,6;0;0;0;0;0;0;0;0;0;0
01/02/2023;4;0;4;4;4;0;7;7;7;2;2;0;0;0;0;0;0;0;0;0;0;0;0
02/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/02/2023;5;0;0;5;0;0;0;0;0;4,5;4,5;0;0;0;0;0;0;0;0;0;0;0;0
04/02/2023;0;0;0;0;0;0;0;0;0;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;0
05/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/02/2023;10;18;4;10;4;18;4,2;4,2;4,2;3,5;3,5;13,4;13,4;0;1;0;0;0;0;0;0;0;0
13/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/02/2023;0;0;0;0;0;0;0;0;0;3,3;3,3;0;0;0;0;0;0;0;0;0;0;0;0
15/02/2023;0;10;0;0;0;10;0;0;0;0;0;3;3;0;5;0;0;0;0;0;0;0;0
16/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/02/2023;10;14;3,6;10;3,6;14;3;3;3;0,5;0,5;5;5;0;15;0;0;0;0;0;0;0;0
21/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/02/2023;0;0;10;0;10;0;14,2;14,2;14,2;13,4;13,4;7;7;0;10;0;0;0;0;0;0;0;0
25/02/2023;3;22;20;3;20;22;20;20;20;17;17;105;105;0;93;0;0;0;0;0;0;0;0
26/02/2023;5;22;5;5;5;22;9,2;9,2;9,2;8;8;4;4;0;15;0;0;0;0;0;0;0;0
27/02/2023;65;18;12,6;65;12,6;18;10;10;10;7,5;7,5;31,2;31,2;0;75;0;0;0;0;0;0;0;0
28/02/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/03/2023;15;12;6,3;15;6,3;12;7;7;7;2,1;2,1;2,3;2,3;0;7;0;0;0;0;0;0;0;0
02/03/2023;0;0;0;0;0;0;0;0;0;0,4;0,4;0;0;0;0;0;0;0;0;0;0;0;0
03/03/2023;41;27;35;41;35;27;55;55;55;33;33;48,2;48,2;0;30;0;0;0;0;0;0;0;0
04/03/2023;20;23;20;20;20;23;15,2;15,2;15,2;24,2;24,2;23;23;0;20;0;0;0;0;0;0;0;0
05/03/2023;10;22;9;10;9;22;10;10;10;13,8;13,8;9,4;9,4;0;20;0;0;0;0;0;0;0;0
06/03/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/03/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/03/2023;14;0;0;14;0;0;0;0;0;0;0;9;9;0;26;0;0;0;0;0;0;0;0
09/03/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/03/2023;3,5;17;0;3,5;0;17;2;2;2;4,1;4,1;3,5;3,5;0;30;0;0;0;0;0;0;0;0
11/03/2023;5;10;3,4;5;3,4;10;15;15;15;9;9;31;31;0;31;0;0;0;0;0;0;0;0
12/03/2023;9;6;3,8;9;3,8;6;8,5;8,5;8,5;7;7;9,2;9,2;0;63;0;0;0;0;0;0;0;0
13/03/2023;5;22;22,5;5;22,5;22;30;30;30;27,5;27,5;12,5;12,5;0;11;0;0;0;0;0;0;0;0
14/03/2023;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
15/03/2023;0;0;0;0;0;0;0;0;0;0;0;5;5;0;10;0;0;0;0;0;0;0;0
16/03/2023;0;0;0;0;0;0;1,5;1,5;1,5;1,5;1,5;8,4;8,4;0;8;0;0;0;0;0;0;0;0
17/03/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/03/2023;35;40;37;35;37;40;40;40;40;37,5;37,5;32;32;0;40;0;0;0;0;0;0;0;0
19/03/2023;1;1,5;0;1;0;1,5;1,1;1,1;1,1;1,1;1,1;1;1;0;1,5;0;0;0;0;0;0;0;0
20/03/2023;30;90;19,3;30;19,3;90;33,5;33,5;33,5;46,6;46,6;61;61;0;49;0;0;0;0;0;0;0;0
21/03/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/03/2023;0;0;6,5;0;6,5;0;0;0;0;34;34;5;5;0;15;0;0;0;0;0;0;0;0
23/03/2023;0;0;0;0;0;0;0,5;0,5;0,5;2,5;2,5;26;26;0;23;0;0;0;0;0;0;0;0
24/03/2023;0;0;0;0;0;0;0;0;0;1,5;1,5;3;3;0;7;0;0;0;0;0;0;0;0
25/03/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/03/2023;70;54;86;70;86;54;28;28;28;37,1;37,1;15;15;0;50;0;0;0;0;0;0;0;0
27/03/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/03/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/03/2023;0;0;0;0;0;0;0;0;0;0,5;0,5;0;0;0;0;0;0;0;0;0;0;0;0
30/03/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31/03/2023;25;30;25;25;25;30;10;10;10;24,5;24,5;10;10;0;25;0;0;0;0;0;0;0;0
01/04/2023;0;0;0;0;0;0;0;0;0;4;4;0;0;0;0;0;0;0;0;0;0;0;0
02/04/2023;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0
03/04/2023;2;11;4,6;2;4,6;11;4,5;4,5;4,5;3,7;3,7;35;35;0;13;0;0;0;0;0;0;0;0
04/04/2023;5;24;3;5;3;24;5,5;5,5;5,5;8,5;8,5;17;17;0;22;0;0;0;0;0;0;0;0
05/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/04/2023;25;21;40;25;40;21;4;4;4;4;4;15;15;0;5;0;0;0;0;0;0;0;0
07/04/2023;5;18;0;5;0;18;3;3;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/04/2023;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0
10/04/2023;10;6;9;10;9;6;11;11;11;16,5;16,5;8;8;0;1;0;0;0;0;0;0;0;0
11/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/04/2023;10;8;13;10;13;8;5;5;5;0,4;0,4;1;1;0;3;0;0;0;0;0;0;0;0
15/04/2023;0;0;0;0;0;0;0;0;0;27;27;0;0;0;0;0;0;0;0;0;0;0;0
16/04/2023;2;52;8;2;8;52;12,5;12,5;12,5;10,1;10,1;26;26;0;32;0;0;0;0;0;0;0;0
17/04/2023;0;10;7,5;0;7,5;10;2;2;2;1;1;9,5;9,5;0;13;0;0;0;0;0;0;0;0
18/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/04/2023;3;15;0;3;0;15;1;1;1;3;3;19;19;0;5;0;0;0;0;0;0;0;0
20/04/2023;9,5;17;0;9,5;0;17;3;3;3;3;3;1;1;0;7;0;0;0;0;0;0;0;0
21/04/2023;15;12;12;15;12;12;11;11;11;12,5;12,5;13;13;0;15;0;0;0;0;0;0;0;0
22/04/2023;17;13;13;17;13;13;9;9;9;17;17;11;11;0;13;0;0;0;0;0;0;0;0
23/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/04/2023;10;72;15;10;15;72;101;101;101;54;54;17;17;0;15;0;0;0;0;0;0;0;0
25/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/04/2023;13;20;10;13;10;20;0;0;0;15,5;15,5;0;0;0;0;0;0;0;0;0;0;0;0
27/04/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/04/2023;115;54;120;115;120;54;62;62;62;76;76;54;54;0;35;0;0;0;0;0;0;0;0
29/04/2023;0;24;6;0;6;24;12;12;12;18;18;28;28;0;14;0;0;0;0;0;0;0;0
30/04/2023;4;9;4;4;4;9;4,5;4,5;4,5;3;3;2,1;2,1;0;7;0;0;0;0;0;0;0;0
01/05/2023;3;12;34;3;34;12;0;0;0;7,4;7,4;26;26;0;5;0;0;0;0;0;0;0;0
02/05/2023;2;10;9;2;9;10;27;27;27;55,2;55,2;33;33;0;5;0;0;0;0;0;0;0;0
03/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/05/2023;18;44;35;18;35;44;61;61;61;22;22;15;15;0;8;0;0;0;0;0;0;0;0
05/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
07/05/2023;35;0;0;35;0;0;18;18;18;0,5;0,5;3,3;3,3;0;0;0;0;0;0;0;0;0;0
08/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/05/2023;2;36;4,2;2;4,2;36;9;9;9;11;11;14,1;14,1;0;23;0;0;0;0;0;0;0;0
10/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/05/2023;0;0;0;0;0;0;0;0;0;2;2;0;0;0;0;0;0;0;0;0;0;0;0
13/05/2023;6;48;11;6;11;48;15;15;15;8,2;8,2;38,1;38,1;0;68;0;0;0;0;0;0;0;0
14/05/2023;2;0;25;2;25;0;0;0;0;11,4;11,4;9;9;0;8;0;0;0;0;0;0;0;0
15/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/05/2023;0;0;0;0;0;0;0;0;0;7;7;0;0;0;0;0;0;0;0;0;0;0;0
19/05/2023;0;0;0;0;0;0;0;0;0;0,2;0,2;0;0;0;0;0;0;0;0;0;0;0;0
20/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
22/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/05/2023;0;0;0;0;0;0;0;0;0;0;0;2;2;0;12;0;0;0;0;0;0;0;0
29/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31/05/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/06/2023;26;1;6;26;6;1;11;11;11;12;12;11;11;0;15;0;0;0;0;0;0;0;0
05/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/06/2023;2;28;4;2;4;28;4;4;4;4;4;12,3;12,3;0;20;0;0;0;0;0;0;0;0
07/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0
08/06/2023;45;54;18;45;18;54;4;4;4;0,2;0,2;20;20;0;25;0;0;0;0;0;0;0;0
09/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/06/2023;0;0;0;0;0;0;0;0;0;0;0;22,3;22,3;0;95;0;0;0;0;0;0;0;0
12/06/2023;15;18;21;15;21;18;11;11;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/06/2023;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0
14/06/2023;20;108;7;20;7;108;25;25;25;7,5;7,5;3,5;3,5;0;10;0;0;0;0;0;0;0;0
15/06/2023;15;27;19;15;19;27;25;25;25;11,5;11,5;25;25;0;15;0;0;0;0;0;0;0;0
16/06/2023;16;0;11;16;11;0;15;15;15;5,8;5,8;3,5;3,5;0;10;0;0;0;0;0;0;0;0
17/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/06/2023;0;0;3,2;0;3,2;0;18;18;18;3;3;0;0;0;0;0;0;0;0;0;0;0;0
19/06/2023;41;23;32;41;32;23;27;27;27;22;22;42;42;0;15;0;0;0;0;0;0;0;0
20/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/06/2023;6;5;3;6;3;5;3;3;3;0,5;0,5;1;1;0;0;0;0;0;0;0;0;0;0
22/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/06/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/06/2023;1;0;15;1;15;0;2;2;2;13,5;13,5;0;0;0;0;0;0;0;0;0;0;0;0
01/07/2023;29;59;73;29;73;59;24;24;24;16;16;24;24;0;25;0;0;0;0;0;0;0;0
02/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
03/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
06/07/2023;44;50;62;44;62;50;69;69;69;65,5;65,5;69;69;0;130;0;0;0;0;0;0;0;0
07/07/2023;17;14;24;17;24;14;21;21;21;16,5;16,5;14;14;0;32;0;0;0;0;0;0;0;0
08/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
10/07/2023;10;3;9,5;10;9,5;3;3,5;3,5;3,5;1,5;1,5;0;0;0;0;0;0;0;0;0;0;0;0
11/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/07/2023;65;48;14;65;14;48;21;21;21;23;23;36;36;0;30;0;0;0;0;0;0;0;0
15/07/2023;25;22;28;25;28;22;12;12;12;15;15;5,5;5,5;0;3;0;0;0;0;0;0;0;0
16/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/07/2023;58;50;52;58;52;50;44;44;44;42,5;42,5;50;50;0;40;0;0;0;0;0;0;0;0
22/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
23/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
24/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
25/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
26/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
27/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
28/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
29/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
30/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
31/07/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
01/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
02/08/2023;0;0;0;0;0;0;0;0;0;0,6;0,6;0;0;0;0;0;0;0;0;0;0;0;0
03/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
04/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
05/08/2023;1;6;3;1;3;6;0;0;0;3,2;3,2;3;3;0;0;0;0;0;0;0;0;0;0
06/08/2023;2;7;7;2;7;7;7;7;7;5;5;2,5;2,5;0;5;0;0;0;0;0;0;0;0
07/08/2023;1;4;0;1;0;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
08/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
09/08/2023;0;20;0;0;0;20;0;0;0;6,5;6,5;0;0;0;0;0;0;0;0;0;0;0;0
10/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
11/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
12/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
13/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
14/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
15/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
16/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
17/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
18/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
19/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
20/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
21/08/2023;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
